precio,area,habitaciones,banos,latitud,longitud,precio_m2,ciudad,departamento,tipo_propiedad,categoria_tamano,categoria_precio
970000000.0,220.0,3.0,2.0,6.093,-75.637,4409090.909090909,Caldas,Antioquia,Finca,Muy Grande,Premium
700000000.0,150.0,3.0,2.0,6.416,-75.408,4666666.666666667,La Ceja,Antioquia,Finca,Muy Grande,Premium
1640000000.0,90.0,3.0,2.0,5.584,-75.67,18222222.222222224,Medellín,Antioquia,Finca,Mediana,Premium
300000000.0,1000.0,3.0,2.0,6.616,-75.827,300000.0,Santafé De Antioquia,Antioquia,Finca,Muy Grande,Alta
170000000.0,68.0,3.0,2.0,7.906,-72.487,2500000.0,Desconocida,Norte De Santander,Apartamento,Mediana,Media
150000000.0,84.0,3.0,2.0,7.912,-72.473,1785714.2857142857,Desconocida,Norte De Santander,Apartamento,Mediana,Media
130000000.0,64.0,3.0,2.0,7.913,-72.499,2031250.0,Desconocida,Norte De Santander,Apartamento,Mediana,Media
200000000.0,78.0,3.0,2.0,7.906,-72.474,2564102.564102564,Desconocida,Norte De Santander,Apartamento,Mediana,Media
140000000.0,60.0,3.0,2.0,3.488,-76.527,2333333.3333333335,Cali,Valle Del Cauca,Apartamento,Mediana,Media
150000000.0,53.0,3.0,2.0,3.41,-76.527,2830188.679245283,Cali,Valle Del Cauca,Apartamento,Mediana,Media
260000000.0,66.0,3.0,2.0,6.317,-75.553,3939393.9393939395,Bello,Antioquia,Apartamento,Mediana,Media
178000000.0,55.0,3.0,2.0,6.345,-75.539,3236363.6363636362,Bello,Antioquia,Apartamento,Mediana,Media
335000000.0,73.0,3.0,2.0,6.336,-75.55,4589041.095890411,Bello,Antioquia,Apartamento,Mediana,Alta
230000000.0,64.0,3.0,2.0,6.318,-75.565,3593750.0,Bello,Antioquia,Apartamento,Mediana,Media
205000000.0,63.0,3.0,2.0,6.344,-75.531,3253968.253968254,Bello,Antioquia,Apartamento,Mediana,Media
245000000.0,65.0,3.0,2.0,6.321,-75.557,3769230.769230769,Bello,Antioquia,Apartamento,Mediana,Media
175000000.0,57.0,3.0,2.0,6.318,-75.557,3070175.4385964912,Bello,Antioquia,Apartamento,Mediana,Media
180000000.0,54.0,3.0,2.0,6.328,-75.562,3333333.3333333335,Bello,Antioquia,Apartamento,Mediana,Media
220000000.0,67.0,3.0,2.0,6.332,-75.556,3283582.0895522386,Bello,Antioquia,Apartamento,Mediana,Media
295000000.0,89.0,3.0,2.0,6.318,-75.558,3314606.741573034,Bello,Antioquia,Apartamento,Mediana,Media
270000000.0,150.0,3.0,2.0,6.341,-75.552,1800000.0,Bello,Antioquia,Apartamento,Muy Grande,Media
190000000.0,47.0,3.0,2.0,6.328,-75.562,4042553.1914893617,Bello,Antioquia,Apartamento,Pequeña,Media
300000000.0,70.0,3.0,2.0,6.17,-75.629,4285714.285714285,Itagui,Antioquia,Apartamento,Mediana,Alta
278000000.0,75.0,3.0,2.0,6.166,-75.635,3706666.6666666665,Itagui,Antioquia,Apartamento,Mediana,Media
258000000.0,60.0,3.0,2.0,6.338,-75.563,4300000.0,Itagui,Antioquia,Apartamento,Mediana,Media
260000000.0,73.0,3.0,2.0,6.168,-75.631,3561643.835616438,Itagui,Antioquia,Apartamento,Mediana,Media
315000000.0,66.0,3.0,2.0,6.165,-75.634,4772727.2727272725,Itagui,Antioquia,Apartamento,Mediana,Alta
190000000.0,83.0,3.0,2.0,6.174,-75.614,2289156.626506024,Itagui,Antioquia,Apartamento,Mediana,Media
230000000.0,63.0,3.0,2.0,6.191,-75.603,3650793.6507936507,Itagui,Antioquia,Apartamento,Mediana,Media
237000000.0,65.0,3.0,2.0,6.169,-75.63,3646153.846153846,Itagui,Antioquia,Apartamento,Mediana,Media
280000000.0,72.0,3.0,2.0,6.17,-75.629,3888888.888888889,Itagui,Antioquia,Apartamento,Mediana,Media
260000000.0,125.0,3.0,2.0,6.188,-75.594,2080000.0,Itagui,Antioquia,Apartamento,Grande,Media
335000000.0,90.0,3.0,2.0,6.162,-75.628,3722222.222222222,Itagui,Antioquia,Apartamento,Mediana,Alta
260000000.0,65.0,3.0,2.0,6.169,-75.63,4000000.0,Itagui,Antioquia,Apartamento,Mediana,Media
190000000.0,70.0,3.0,2.0,6.168,-75.622,2714285.714285714,Itagui,Antioquia,Apartamento,Mediana,Media
365000000.0,71.0,3.0,2.0,7.995,-75.198,5140845.070422535,Retiro,Antioquia,Apartamento,Mediana,Alta
200000000.0,76.0,3.0,2.0,6.023,-75.433,2631578.947368421,La Ceja,Antioquia,Apartamento,Mediana,Media
450000000.0,103.0,3.0,2.0,6.173,-75.569,4368932.038834952,Envigado,Antioquia,Apartamento,Grande,Alta
250000000.0,64.0,3.0,2.0,6.157,-75.562,3906250.0,Envigado,Antioquia,Apartamento,Mediana,Media
320000000.0,65.0,3.0,2.0,6.163,-75.594,4923076.923076923,Envigado,Antioquia,Apartamento,Mediana,Alta
435000000.0,82.0,3.0,2.0,6.16,-75.575,5304878.048780488,Envigado,Antioquia,Apartamento,Mediana,Alta
420000000.0,83.0,3.0,2.0,6.175,-75.576,5060240.963855422,Envigado,Antioquia,Apartamento,Mediana,Alta
420000000.0,114.0,3.0,2.0,6.17,-75.576,3684210.5263157897,Envigado,Antioquia,Apartamento,Grande,Alta
270000000.0,74.0,3.0,2.0,6.154,-75.577,3648648.6486486485,Envigado,Antioquia,Apartamento,Mediana,Media
489000000.0,100.0,3.0,2.0,6.174,-75.594,4890000.0,Envigado,Antioquia,Apartamento,Grande,Alta
385000000.0,78.0,3.0,2.0,6.171,-75.572,4935897.435897436,Envigado,Antioquia,Apartamento,Mediana,Alta
440000000.0,97.0,3.0,2.0,6.164,-75.57,4536082.474226804,Envigado,Antioquia,Apartamento,Mediana,Alta
400000000.0,110.0,3.0,2.0,6.175,-75.59,3636363.6363636362,Envigado,Antioquia,Apartamento,Grande,Alta
114000000.0,48.0,3.0,2.0,6.16,-75.379,2375000.0,Rionegro,Antioquia,Apartamento,Pequeña,Media
340000000.0,78.0,3.0,2.0,6.147,-75.382,4358974.358974359,Rionegro,Antioquia,Apartamento,Mediana,Alta
160000000.0,57.0,3.0,2.0,6.149,-75.372,2807017.543859649,Rionegro,Antioquia,Apartamento,Mediana,Media
117000000.0,49.0,3.0,2.0,6.16,-75.379,2387755.102040816,Rionegro,Antioquia,Apartamento,Pequeña,Media
420000000.0,89.0,3.0,2.0,6.148,-75.369,4719101.123595506,Rionegro,Antioquia,Apartamento,Mediana,Alta
310000000.0,77.0,3.0,2.0,6.153,-75.624,4025974.025974026,Sabaneta,Antioquia,Apartamento,Mediana,Alta
300000000.0,82.0,3.0,2.0,6.149,-75.619,3658536.5853658537,Sabaneta,Antioquia,Apartamento,Mediana,Alta
314000000.0,65.0,3.0,2.0,6.153,-75.611,4830769.230769231,Sabaneta,Antioquia,Apartamento,Mediana,Alta
410000000.0,80.0,3.0,2.0,6.144,-75.607,5125000.0,Sabaneta,Antioquia,Apartamento,Mediana,Alta
280000000.0,65.0,3.0,2.0,6.146,-75.622,4307692.307692308,Sabaneta,Antioquia,Apartamento,Mediana,Media
335500000.0,76.0,3.0,2.0,6.154,-75.604,4414473.684210527,Sabaneta,Antioquia,Apartamento,Mediana,Alta
275000000.0,78.0,3.0,2.0,6.147,-75.612,3525641.0256410255,Sabaneta,Antioquia,Apartamento,Mediana,Media
268000000.0,68.0,3.0,2.0,6.154,-75.613,3941176.470588235,Sabaneta,Antioquia,Apartamento,Mediana,Media
330000000.0,80.0,3.0,2.0,6.151,-75.616,4125000.0,Sabaneta,Antioquia,Apartamento,Mediana,Alta
310000000.0,68.0,3.0,2.0,6.152,-75.625,4558823.529411765,Sabaneta,Antioquia,Apartamento,Mediana,Alta
290000000.0,72.0,3.0,2.0,6.155,-75.61,4027777.777777778,Sabaneta,Antioquia,Apartamento,Mediana,Media
320000000.0,76.0,3.0,2.0,6.149,-75.62,4210526.315789473,Sabaneta,Antioquia,Apartamento,Mediana,Alta
165000000.0,67.0,3.0,2.0,10.391,-75.48,2462686.567164179,Cartagena,Bolívar,Apartamento,Mediana,Media
290000000.0,75.0,3.0,2.0,5.054,-75.479,3866666.6666666665,Manizales,Caldas,Apartamento,Mediana,Media
350000000.0,100.0,3.0,2.0,6.242,-75.609,3500000.0,Medellín,Antioquia,Apartamento,Grande,Alta
350000000.0,96.0,3.0,2.0,6.22,-75.6,3645833.3333333335,Medellín,Antioquia,Apartamento,Mediana,Alta
240000000.0,65.0,3.0,2.0,6.235,-75.573,3692307.6923076925,Medellín,Antioquia,Apartamento,Mediana,Media
415000000.0,99.0,3.0,2.0,6.22,-75.606,4191919.1919191917,Medellín,Antioquia,Apartamento,Mediana,Alta
385000000.0,83.0,3.0,2.0,6.219,-75.608,4638554.21686747,Medellín,Antioquia,Apartamento,Mediana,Alta
370000000.0,90.0,3.0,2.0,6.235,-75.591,4111111.111111111,Medellín,Antioquia,Apartamento,Mediana,Alta
350000000.0,72.0,3.0,2.0,6.226,-75.561,4861111.111111111,Medellín,Antioquia,Apartamento,Mediana,Alta
420000000.0,91.0,3.0,2.0,6.251,-75.583,4615384.615384615,Medellín,Antioquia,Apartamento,Mediana,Alta
392040000.0,94.0,3.0,2.0,6.23,-75.604,4170638.2978723403,Medellín,Antioquia,Apartamento,Mediana,Alta
415000000.0,90.0,3.0,2.0,6.244,-75.612,4611111.111111111,Medellín,Antioquia,Apartamento,Mediana,Alta
220000000.0,54.0,3.0,2.0,6.264,-75.57,4074074.074074074,Medellín,Antioquia,Apartamento,Mediana,Media
350000000.0,187.0,3.0,2.0,6.241,-75.603,1871657.7540106953,Medellín,Antioquia,Apartamento,Muy Grande,Alta
350000000.0,76.0,3.0,2.0,6.27,-75.607,4605263.157894737,Medellín,Antioquia,Apartamento,Mediana,Alta
680000000.0,106.0,3.0,2.0,6.225,-75.573,6415094.339622642,Medellín,Antioquia,Apartamento,Grande,Premium
335000000.0,80.0,3.0,2.0,6.219,-75.603,4187500.0,Medellín,Antioquia,Apartamento,Mediana,Alta
350000000.0,76.0,3.0,2.0,6.27,-75.607,4605263.157894737,Medellín,Antioquia,Apartamento,Mediana,Alta
350000000.0,100.0,3.0,2.0,6.242,-75.609,3500000.0,Medellín,Antioquia,Apartamento,Grande,Alta
230000000.0,82.0,3.0,2.0,6.258,-75.561,2804878.048780488,Medellín,Antioquia,Apartamento,Mediana,Media
360000000.0,100.0,3.0,2.0,6.182,-75.576,3600000.0,Medellín,Antioquia,Apartamento,Grande,Alta
345000000.0,77.0,3.0,2.0,6.219,-75.603,4480519.48051948,Medellín,Antioquia,Apartamento,Mediana,Alta
400000000.0,124.0,3.0,2.0,6.237,-75.588,3225806.4516129033,Medellín,Antioquia,Apartamento,Grande,Alta
400000000.0,103.0,3.0,2.0,6.257,-75.557,3883495.145631068,Medellín,Antioquia,Apartamento,Grande,Alta
320000000.0,84.0,3.0,2.0,6.276,-75.585,3809523.8095238097,Medellín,Antioquia,Apartamento,Mediana,Alta
530000000.0,87.0,3.0,2.0,6.261,-75.556,6091954.022988506,Medellín,Antioquia,Apartamento,Mediana,Alta
1200000000.0,204.0,3.0,2.0,6.231,-75.58,5882352.94117647,Medellín,Antioquia,Apartamento,Muy Grande,Premium
470000000.0,140.0,3.0,2.0,6.275,-75.584,3357142.8571428573,Medellín,Antioquia,Apartamento,Grande,Alta
225000000.0,67.0,3.0,2.0,6.212,-75.597,3358208.9552238807,Medellín,Antioquia,Apartamento,Mediana,Media
270000000.0,76.0,3.0,2.0,6.275,-75.584,3552631.5789473685,Medellín,Antioquia,Apartamento,Mediana,Media
250000000.0,65.0,3.0,2.0,6.203,-75.603,3846153.846153846,Medellín,Antioquia,Apartamento,Mediana,Media
485000000.0,115.0,3.0,2.0,6.251,-75.583,4217391.304347826,Medellín,Antioquia,Apartamento,Grande,Alta
385000000.0,88.0,3.0,2.0,6.251,-75.583,4375000.0,Medellín,Antioquia,Apartamento,Mediana,Alta
410000000.0,99.0,3.0,2.0,6.22,-75.606,4141414.1414141413,Medellín,Antioquia,Apartamento,Mediana,Alta
270000000.0,65.0,3.0,2.0,6.222,-75.603,4153846.153846154,Medellín,Antioquia,Apartamento,Mediana,Media
265000000.0,67.0,3.0,2.0,6.211,-75.605,3955223.880597015,Medellín,Antioquia,Apartamento,Mediana,Media
460000000.0,94.0,3.0,2.0,6.192,-75.578,4893617.021276596,Medellín,Antioquia,Apartamento,Mediana,Alta
245000000.0,68.0,3.0,2.0,6.229,-75.558,3602941.1764705884,Medellín,Antioquia,Apartamento,Mediana,Media
250000000.0,82.0,3.0,2.0,6.258,-75.561,3048780.487804878,Medellín,Antioquia,Apartamento,Mediana,Media
295000000.0,77.0,3.0,2.0,6.191,-75.574,3831168.8311688313,Medellín,Antioquia,Apartamento,Mediana,Media
400000000.0,76.0,3.0,2.0,6.219,-75.601,5263157.894736842,Medellín,Antioquia,Apartamento,Mediana,Alta
320000000.0,85.0,3.0,2.0,6.225,-75.598,3764705.882352941,Medellín,Antioquia,Apartamento,Mediana,Alta
420000000.0,87.0,3.0,2.0,6.197,-75.593,4827586.206896552,Medellín,Antioquia,Apartamento,Mediana,Alta
220000000.0,81.0,3.0,2.0,6.279,-75.588,2716049.3827160494,Medellín,Antioquia,Apartamento,Mediana,Media
230000000.0,82.0,3.0,2.0,6.257,-75.561,2804878.048780488,Medellín,Antioquia,Apartamento,Mediana,Media
340000000.0,90.0,3.0,2.0,6.233,-75.594,3777777.777777778,Medellín,Antioquia,Apartamento,Mediana,Alta
230000000.0,65.0,3.0,2.0,6.27,-75.596,3538461.5384615385,Medellín,Antioquia,Apartamento,Mediana,Media
172000000.0,56.0,3.0,2.0,6.334,-75.555,3071428.5714285714,Copacabana,Antioquia,Apartamento,Mediana,Media
270000000.0,67.0,3.0,2.0,4.716,-74.031,4029850.7462686566,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Media
279000000.0,69.0,3.0,2.0,4.749,-74.038,4043478.2608695654,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Media
500000000.0,97.0,3.0,2.0,4.722,-74.064,5154639.175257732,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
430000000.0,88.0,3.0,2.0,4.695,-74.042,4886363.636363637,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
265000000.0,61.0,3.0,2.0,4.752,-74.053,4344262.2950819675,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Media
450000000.0,89.0,3.0,2.0,4.724,-74.044,5056179.775280898,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
380000000.0,94.0,3.0,2.0,6.152,-75.645,4042553.1914893617,La Estrella,Antioquia,Apartamento,Mediana,Alta
238000000.0,61.0,3.0,2.0,6.157,-75.636,3901639.344262295,La Estrella,Antioquia,Apartamento,Mediana,Media
340000000.0,84.0,3.0,2.0,6.163,-75.643,4047619.0476190476,La Estrella,Antioquia,Apartamento,Mediana,Alta
250000000.0,62.0,3.0,2.0,6.158,-75.636,4032258.064516129,La Estrella,Antioquia,Apartamento,Mediana,Media
240000000.0,62.0,3.0,2.0,6.156,-75.636,3870967.7419354836,La Estrella,Antioquia,Apartamento,Mediana,Media
400000000.0,109.0,3.0,2.0,6.152,-75.643,3669724.770642202,La Estrella,Antioquia,Apartamento,Grande,Alta
195000000.0,54.0,3.0,2.0,6.122,-75.634,3611111.111111111,La Estrella,Antioquia,Apartamento,Mediana,Media
205000000.0,60.0,3.0,2.0,6.159,-75.639,3416666.6666666665,La Estrella,Antioquia,Apartamento,Mediana,Media
195000000.0,150.0,4.0,2.0,3.4,-76.502,1300000.0,Cali,Valle Del Cauca,Casa,Muy Grande,Media
485000000.0,500.0,4.0,2.0,5.965,-75.524,970000.0,Retiro,Antioquia,Lote,Muy Grande,Alta
650000000.0,221.0,4.0,2.0,6.502,-75.743,2941176.470588235,Sopetrán,Antioquia,Finca,Muy Grande,Premium
220000000.0,116.0,4.0,2.0,6.279,-75.553,1896551.7241379311,Medellín,Antioquia,Apartamento,Grande,Media
850000000.0,360.0,5.0,2.0,7.875,-72.499,2361111.111111111,Desconocida,Norte De Santander,Casa,Muy Grande,Premium
800000000.0,171.0,5.0,2.0,6.251,-75.596,4678362.573099415,Medellín,Antioquia,Casa,Muy Grande,Premium
400000000.0,152.0,6.0,2.0,6.171,-75.608,2631578.947368421,Itagui,Antioquia,Casa,Muy Grande,Alta
380000000.0,208.0,6.0,2.0,6.255,-75.606,1826923.076923077,Medellín,Antioquia,Casa,Muy Grande,Alta
3000000000.0,300.0,6.0,2.0,6.249,-75.563,10000000.0,Medellín,Antioquia,Casa,Muy Grande,Premium
220000000.0,105.0,6.0,2.0,6.184,-75.598,2095238.0952380951,Itagui,Antioquia,Apartamento,Grande,Media
305000000.0,178.0,7.0,2.0,3.393,-76.549,1713483.1460674158,Cali,Valle Del Cauca,Casa,Muy Grande,Alta
1800000000.0,292.0,9.0,3.0,6.173,-75.611,6164383.561643835,Itagui,Antioquia,Otro,Muy Grande,Premium
2000000000.0,600.0,9.0,3.0,6.226,-75.574,3333333.3333333335,Medellín,Antioquia,Otro,Muy Grande,Premium
1450000000.0,541.0,9.0,3.0,6.251,-75.597,2680221.811460259,Medellín,Antioquia,Otro,Muy Grande,Premium
1400000000.0,800.0,9.0,3.0,6.144,-75.633,1750000.0,La Estrella,Antioquia,Otro,Muy Grande,Premium
800000000.0,160.0,2.0,3.0,6.242,-75.575,5000000.0,Medellín,Antioquia,Oficina,Muy Grande,Premium
1500000000.0,208.0,2.0,3.0,6.218,-75.57,7211538.461538462,Medellín,Antioquia,Oficina,Muy Grande,Premium
360000000.0,75.0,2.0,3.0,6.215,-75.571,4800000.0,Medellín,Antioquia,Oficina,Mediana,Alta
880000000.0,130.0,2.0,3.0,4.67,-74.05,6769230.769230769,Bogotá D.C,Cundinamarca,Oficina,Grande,Premium
580000000.0,250.0,1.0,3.0,3.433,-76.544,2320000.0,Cali,Valle Del Cauca,Local comercial,Muy Grande,Alta
900000000.0,144.0,1.0,3.0,6.159,-75.614,6250000.0,Sabaneta,Antioquia,Local comercial,Grande,Premium
260000000.0,79.0,2.0,3.0,6.151,-75.619,3291139.240506329,Sabaneta,Antioquia,Apartamento,Mediana,Media
600000000.0,156.0,2.0,3.0,6.192,-75.577,3846153.846153846,Medellín,Antioquia,Apartamento,Muy Grande,Premium
250000000.0,67.0,2.0,3.0,6.233,-75.596,3731343.2835820895,Medellín,Antioquia,Apartamento,Mediana,Media
640000000.0,167.0,2.0,3.0,6.191,-75.573,3832335.3293413175,Medellín,Antioquia,Apartamento,Muy Grande,Premium
650000000.0,111.0,2.0,3.0,6.216,-75.568,5855855.855855856,Medellín,Antioquia,Apartamento,Grande,Premium
410000000.0,70.0,2.0,3.0,4.718,-74.034,5857142.857142857,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
1220000000.0,127.0,2.0,3.0,4.675,-74.051,9606299.212598424,Bogotá D.C,Cundinamarca,Apartamento,Grande,Premium
387000000.0,87.0,2.0,3.0,4.728,-74.028,4448275.862068965,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
470000000.0,79.0,2.0,3.0,4.715,-74.035,5949367.088607595,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
320000000.0,600.0,3.0,3.0,4.521,-74.594,533333.3333333334,Apulo,Cundinamarca,Casa,Muy Grande,Alta
620000000.0,145.0,3.0,3.0,4.887,-74.013,4275862.068965517,Chía,Cundinamarca,Casa,Grande,Premium
600000000.0,157.0,3.0,3.0,6.157,-75.588,3821656.050955414,Envigado,Antioquia,Casa,Muy Grande,Premium
650000000.0,400.0,3.0,3.0,6.225,-75.566,1625000.0,Medellín,Antioquia,Casa,Muy Grande,Premium
700000000.0,250.0,3.0,3.0,6.221,-75.604,2800000.0,Medellín,Antioquia,Casa,Muy Grande,Premium
230000000.0,110.0,3.0,3.0,6.245,-75.619,2090909.0909090908,Medellín,Antioquia,Casa,Grande,Media
2600000000.0,340.0,3.0,3.0,4.708,-74.048,7647058.823529412,Bogotá D.C,Cundinamarca,Casa,Muy Grande,Premium
430000000.0,140.0,3.0,3.0,6.161,-75.641,3071428.5714285714,La Estrella,Antioquia,Casa,Grande,Alta
370000000.0,130.0,3.0,3.0,10.997,-74.823,2846153.846153846,Barranquilla,Atlántico,Casa,Grande,Alta
380000000.0,115.0,3.0,3.0,6.554,-75.825,3304347.8260869565,Santafé De Antioquia,Antioquia,Casa,Grande,Alta
800000000.0,200.0,3.0,3.0,6.557,-75.827,4000000.0,Santafé De Antioquia,Antioquia,Finca,Muy Grande,Premium
390000000.0,100.0,3.0,3.0,3.452,-76.551,3900000.0,Cali,Valle Del Cauca,Apartamento,Grande,Alta
161133000.0,56.0,3.0,3.0,6.35,-75.568,2877375.0,Bello,Antioquia,Apartamento,Mediana,Media
600000000.0,124.0,3.0,3.0,6.166,-75.571,4838709.677419355,Envigado,Antioquia,Apartamento,Grande,Premium
500000000.0,140.0,3.0,3.0,6.165,-75.59,3571428.5714285714,Envigado,Antioquia,Apartamento,Grande,Alta
610000000.0,118.0,3.0,3.0,6.163,-75.569,5169491.525423729,Envigado,Antioquia,Apartamento,Grande,Premium
580000000.0,128.0,3.0,3.0,6.182,-75.585,4531250.0,Envigado,Antioquia,Apartamento,Grande,Alta
550000000.0,125.0,3.0,3.0,6.165,-75.569,4400000.0,Envigado,Antioquia,Apartamento,Grande,Alta
740000000.0,186.0,3.0,3.0,6.184,-75.58,3978494.623655914,Envigado,Antioquia,Apartamento,Muy Grande,Premium
465000000.0,90.0,3.0,3.0,6.174,-75.57,5166666.666666667,Envigado,Antioquia,Apartamento,Mediana,Alta
616000000.0,129.0,3.0,3.0,6.159,-75.574,4775193.798449612,Envigado,Antioquia,Apartamento,Grande,Premium
540000000.0,104.0,3.0,3.0,6.186,-75.582,5192307.692307692,Envigado,Antioquia,Apartamento,Grande,Alta
460000000.0,124.0,3.0,3.0,6.162,-75.573,3709677.419354839,Envigado,Antioquia,Apartamento,Grande,Alta
690000000.0,119.0,3.0,3.0,6.182,-75.58,5798319.327731092,Envigado,Antioquia,Apartamento,Grande,Premium
650000000.0,120.0,3.0,3.0,6.178,-75.573,5416666.666666667,Envigado,Antioquia,Apartamento,Grande,Premium
520000000.0,100.0,3.0,3.0,6.16,-75.575,5200000.0,Envigado,Antioquia,Apartamento,Grande,Alta
790000000.0,147.0,3.0,3.0,6.162,-75.569,5374149.659863946,Envigado,Antioquia,Apartamento,Grande,Premium
900000000.0,360.0,3.0,3.0,6.143,-75.619,2500000.0,Sabaneta,Antioquia,Apartamento,Muy Grande,Premium
410000000.0,120.0,3.0,3.0,6.149,-75.609,3416666.6666666665,Sabaneta,Antioquia,Apartamento,Grande,Alta
420000000.0,122.0,3.0,3.0,6.149,-75.609,3442622.950819672,Sabaneta,Antioquia,Apartamento,Grande,Alta
650000000.0,140.0,3.0,3.0,6.145,-75.611,4642857.142857143,Sabaneta,Antioquia,Apartamento,Grande,Premium
590000000.0,110.0,3.0,3.0,6.244,-75.6,5363636.363636363,Medellín,Antioquia,Apartamento,Grande,Alta
295000000.0,72.0,3.0,3.0,6.25,-75.559,4097222.222222222,Medellín,Antioquia,Apartamento,Mediana,Media
375000000.0,174.0,3.0,3.0,6.261,-75.6,2155172.4137931033,Medellín,Antioquia,Apartamento,Muy Grande,Alta
690000000.0,157.0,3.0,3.0,6.199,-75.569,4394904.458598726,Medellín,Antioquia,Apartamento,Muy Grande,Premium
1200000000.0,251.0,3.0,3.0,6.202,-75.554,4780876.494023904,Medellín,Antioquia,Apartamento,Muy Grande,Premium
597000000.0,159.0,3.0,3.0,6.21,-75.566,3754716.9811320757,Medellín,Antioquia,Apartamento,Muy Grande,Alta
600000000.0,185.0,3.0,3.0,6.197,-75.569,3243243.243243243,Medellín,Antioquia,Apartamento,Muy Grande,Premium
435000000.0,148.0,3.0,3.0,6.24,-75.598,2939189.189189189,Medellín,Antioquia,Apartamento,Grande,Alta
590000000.0,198.0,3.0,3.0,6.192,-75.577,2979797.97979798,Medellín,Antioquia,Apartamento,Muy Grande,Alta
1010000000.0,153.0,3.0,3.0,6.19,-75.573,6601307.189542484,Medellín,Antioquia,Apartamento,Muy Grande,Premium
550000000.0,132.0,3.0,3.0,6.184,-75.566,4166666.6666666665,Medellín,Antioquia,Apartamento,Grande,Alta
380000000.0,145.0,3.0,3.0,6.242,-75.581,2620689.6551724137,Medellín,Antioquia,Apartamento,Grande,Alta
355000000.0,110.0,3.0,3.0,6.236,-75.587,3227272.727272727,Medellín,Antioquia,Apartamento,Grande,Alta
570000000.0,163.0,3.0,3.0,6.185,-75.581,3496932.5153374234,Medellín,Antioquia,Apartamento,Muy Grande,Alta
440000000.0,110.0,3.0,3.0,6.287,-75.579,4000000.0,Medellín,Antioquia,Apartamento,Grande,Alta
650000000.0,226.0,3.0,3.0,6.305,-75.555,2876106.1946902657,Medellín,Antioquia,Apartamento,Muy Grande,Premium
480000000.0,146.0,3.0,3.0,6.187,-75.574,3287671.2328767125,Medellín,Antioquia,Apartamento,Grande,Alta
780000000.0,170.0,3.0,3.0,6.203,-75.554,4588235.294117647,Medellín,Antioquia,Apartamento,Muy Grande,Premium
750000000.0,111.0,3.0,3.0,6.182,-75.566,6756756.756756756,Medellín,Antioquia,Apartamento,Grande,Premium
1300000000.0,220.0,3.0,3.0,6.209,-75.567,5909090.909090909,Medellín,Antioquia,Apartamento,Muy Grande,Premium
500000000.0,149.0,3.0,3.0,6.249,-75.593,3355704.697986577,Medellín,Antioquia,Apartamento,Grande,Alta
480000000.0,99.0,3.0,3.0,6.241,-75.605,4848484.848484849,Medellín,Antioquia,Apartamento,Mediana,Alta
760000000.0,160.0,3.0,3.0,6.207,-75.559,4750000.0,Medellín,Antioquia,Apartamento,Muy Grande,Premium
330000000.0,78.0,3.0,3.0,6.209,-75.568,4230769.230769231,Medellín,Antioquia,Apartamento,Mediana,Alta
650000000.0,107.0,3.0,3.0,4.723,-74.04,6074766.355140187,Bogotá D.C,Cundinamarca,Apartamento,Grande,Premium
600000000.0,118.0,3.0,3.0,4.734,-74.059,5084745.762711864,Bogotá D.C,Cundinamarca,Apartamento,Grande,Premium
550000000.0,124.0,3.0,3.0,4.734,-74.061,4435483.870967742,Bogotá D.C,Cundinamarca,Apartamento,Grande,Alta
517000000.0,96.0,3.0,3.0,4.739,-74.061,5385416.666666667,Bogotá D.C,Cundinamarca,Apartamento,Mediana,Alta
780000000.0,151.0,3.0,3.0,4.678,-74.057,5165562.913907285,Bogotá D.C,Cundinamarca,Apartamento,Muy Grande,Premium
1700000000.0,202.0,3.0,3.0,4.663,-74.048,8415841.584158415,Bogotá D.C,Cundinamarca,Apartamento,Muy Grande,Premium
230000000.0,130.0,3.0,3.0,11.004,-74.83,1769230.7692307692,Barranquilla,Atlántico,Apartamento,Grande,Media
310000000.0,108.0,4.0,3.0,7.905,-72.498,2870370.3703703703,Desconocida,Norte De Santander,Casa,Grande,Alta
650000000.0,200.0,4.0,3.0,6.177,-75.581,3250000.0,Envigado,Antioquia,Casa,Muy Grande,Premium
270000000.0,97.0,4.0,3.0,6.174,-75.579,2783505.154639175,Envigado,Antioquia,Casa,Mediana,Media
570000000.0,240.0,4.0,3.0,6.164,-75.299,2375000.0,Marinilla,Antioquia,Casa,Muy Grande,Alta
470000000.0,173.0,4.0,3.0,6.257,-75.599,2716763.0057803467,Medellín,Antioquia,Casa,Muy Grande,Alta
880000000.0,237.0,4.0,3.0,6.199,-75.557,3713080.1687763715,Medellín,Antioquia,Casa,Muy Grande,Premium
850000000.0,265.0,4.0,3.0,6.182,-75.569,3207547.169811321,Medellín,Antioquia,Casa,Muy Grande,Premium
